SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,LAUNDARY_FEATURES,FLOORING_FEATURES,BATH_DESCRIPTION,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE,PRICE_HISTORY15_EVENT_TYPE,PRICE_HISTORY16_EVENT_TYPE,PRICE_HISTORY17_EVENT_DATE,PRICE_HISTORY17_PRICE
MLS Listing,,Condo/Co-op,17287 St. Anthony Dr,Morgan Hill,CA,95037,1078000,3.0,3.5,MORGAN HILL,1651.0,,2023.0,33.0,653.0,384.0,Active,October-1-2023 11:00 AM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Morgan-Hill/17287-St-Anthony-Dr-95037/home/186468874,MLSListings,ML81940062,N,Y,37.12961,-121.64144,"Attached Garage, Guest/Visitor Parking",2.0,Dining Area in Family Room,Multi-Zone,Heat Pump,"Individual Electric Meters, Solar Panels - Owned",3.0,6.0,5.0,8.0,3.0,653.0,1077994.0,8006.0,70.0,Very bikeable,66.0,Somewhat walkable,34.0,Some transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 32 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 30, 2023",Listed (Active)NewHomeSource.com #2523604,1078000.0,"Aug 28, 2023",Listed (Active)MLSListings #ML81940062,1078000.0,,,,https://www.redfin.com/CA/Morgan-Hill/17287-St-Anthony-Dr-95037/home/186468874,,,,"Common Area Electricity, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Reserves",Monthly,Andalusia of Morgan Hill Homeowners Asso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2385 Cimarron Dr,Morgan Hill,CA,95037,988000,4.0,2.0,MORGAN HILL,1907.0,8265.0,1977.0,35.0,518.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/2385-Cimarron-Dr-95037/home/1492894,MLSListings,ML81939979,N,Y,37.1376971,-121.6101474,Attached Garage,2.0,"Eat in Kitchen, Formal Dining Room",Ceiling Fan,Central Forced Air,Other (See Remarks),1.0,,5.0,5.0,2.5,518.0,986899.0,6986.0,37.0,Somewhat bikeable,20.0,Car-dependent,0.0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 20 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 23, 2023",Relisted (Active)MLSListings #ML81939979,,"Aug 31, 2023",ContingentMLSListings #ML81939979,,"Aug 26, 2023",Listed (Active)MLSListings #ML81939979,988000.0,https://www.redfin.com/CA/Morgan-Hill/2385-Cimarron-Dr-95037/home/1492894,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16275 Oak Canyon Dr,Morgan Hill,CA,95037,1575000,4.0,3.0,MORGAN HILL,2509.0,20151.0,1974.0,37.0,628.0,37.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/16275-Oak-Canyon-Dr-95037/home/1288367,MLSListings,ML81939741,N,Y,37.1386365,-121.584782,Attached Garage,3.0,"Eat in Kitchen, No Formal Dining Room","Central Forced Air, Multi-Zone","Electric, Heat Pump, Heating (2+ Zones)","Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,,5.0,5.0,2.5,628.0,1551902.0,11173.0,2.0,Somewhat bikeable,5.0,Car-dependent,0.0,Minimal transit,Minimal,Extreme,Moderate,Minimal,"Places8 groceries, 18 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 24, 2023",Listed (Active)MLSListings #ML81939741,1575000.0,"Apr 15, 2004",Listing RemovedMLSListings #ML80381072,,"Mar 3, 2004",ListedMLSListings #ML80381072,679950.0,https://www.redfin.com/CA/Morgan-Hill/16275-Oak-Canyon-Dr-95037/home/1288367,Inside,"Hardwood, Stone, Tile","Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), Shower and Tub, Shower Over Tub, Tile","Common Area Electricity, Pools, Spa, or Tennis",Annually,Jackson Oaks Neighborhood Asso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,535 Calle Viento,Morgan Hill,CA,95037,1199888,4.0,2.5,MORGAN HILL,1936.0,4502.0,2002.0,37.0,620.0,415.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/535-Calle-Viento-95037/home/883112,MLSListings,ML81939649,N,Y,37.137931,-121.652515,Attached Garage,2.0,"Dining Area, Formal Dining Room",Central Forced Air,"Central Forced Air, Central Forced Air (Gas)",Public Utilities,2.0,6.0,5.0,8.0,2.5,620.0,1191638.0,8899.0,64.0,Bikeable,44.0,Car-dependent,33.0,Some transit,Minimal,Severe,Moderate,Minimal,"Places2 groceries, 31 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 24, 2023",Listed (Active)MLSListings #ML81939649,1199888.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/535-Calle-Viento-95037/home/883112,In Utility Room,,"Half on Ground Floor, Marble, Jack & Jill, Primary (Tub w/ Jets)","Common Area Electricity, Common Area Gas, Exterior Painting, Insurance, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Pools, Spa, or Tennis, Recreation Facility, Roof",Monthly,Central Park of Morgan Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Mobile/Manufactured Home,275 Burnett Ave #56,Morgan Hill,CA,95037,519000,3.0,2.0,MORGAN HILL,1584.0,,2017.0,39.0,328.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/275-Burnett-Ave-95037/unit-56/home/1011214,MLSListings,ML81939448,N,Y,37.1577167,-121.6726452,"Carport, Covered Parking, Tandem Parking",,"Dining Area, Dining Area in Living Room","Ceiling Fan, Central Forced Air",Central Forced Air,"Individual Electric Meters, Individual Gas Meters",,4.0,5.0,8.0,3.0,328.0,506312.0,3670.0,55.0,Bikeable,12.0,Car-dependent,27.0,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 30 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 22, 2023",Listed (Active)MLSListings #ML81939448,519000.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/275-Burnett-Ave-95037/unit-56/home/1011214,Washer/Dryer,"Carpet, Laminate, Vinyl/Linoleum","Double Sinks, Granite, Shower and Tub, Stall Shower, Tile, Tub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,18302 Corte Simon,Morgan Hill,CA,95037,3422750,5.0,5.5,,6089.0,14386.0,2024.0,40.0,562.0,375.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/18302-Corte-Catalina-95037/home/186938441,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036706,N,Y,37.1608879,-121.6348076,,4.0,,Central Air,Fireplace(s),"Natural Gas Connected, Individual Electric Meter, Individual Gas Meter",,6.0,5.0,8.0,1.75,562.0,,24576.0,34.0,Somewhat bikeable,0.0,Car-dependent,13.0,Minimal transit,,,,,"Places5 groceries, 38 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036706",3422750.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/18302-Corte-Catalina-95037/home/186938441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,397 Bryce Dr,Morgan Hill,CA,95037,1388500,4.0,2.0,,1994.0,6000.0,1997.0,43.0,696.0,110.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/397-Bryce-Dr-95037/home/1190142,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036430,N,Y,37.1127647,-121.6496776,,3.0,,"Ceiling Fan(s), Central Air","Forced Air, Natural Gas",All Public Utilities,,5.0,5.0,8.0,2.5,696.0,1371215.0,9928.0,49.0,Somewhat bikeable,48.0,Car-dependent,34.0,Some transit,Minimal,Extreme,Moderate,Minimal,"Places6 groceries, 28 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 18, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41036430",1388500.0,"Aug 18, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036430",1488888.0,,,,https://www.redfin.com/CA/Morgan-Hill/397-Bryce-Dr-95037/home/1190142,,"Hardwood Flrs Throughout, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 New Ave,Morgan Hill,CA,95037,599000,,,MORGAN HILL,,420354.0,,45.0,,,Active,,,https://www.redfin.com/CA/MORGAN-HILL/0-New-AVE-95037/home/186654919,MLSListings,ML81938708,N,Y,37.1305012,-121.6543901,,,,,,,,,,,3.0,,,4235.0,83.0,Very bikeable,88.0,Very walkable,39.0,Some transit,,,,,"Places1 grocery, 36 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 16, 2023",Listed (Active)MLSListings #ML81938708,599000.0,"Aug 16, 2023",Listed (Active)MLSListings #ML81938705,599000.0,,,,https://www.redfin.com/CA/MORGAN-HILL/0-New-AVE-95037/home/186654919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,17986 Monterey St,Morgan Hill,CA,95037,895000,3.0,2.5,MORGAN HILL,1817.0,1375.0,2017.0,45.0,493.0,360.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/17986-Monterey-St-95037/home/167551229,MLSListings,ML81937371,N,Y,37.1369164,-121.6596403,"Attached Garage, Guest/Visitor Parking",2.0,"Breakfast Bar, Dining Area in Living Room",Central Forced Air,Central Forced Air,Public Utilities,3.0,6.0,5.0,8.0,2.5,493.0,888950.0,6688.0,76.0,Very bikeable,62.0,Somewhat walkable,36.0,Some transit,Minimal,Extreme,Moderate,Minimal,"Places2 groceries, 20 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 21, 2023",Price ChangedMLSListings #ML81937371,895000.0,"Aug 16, 2023",Listed (Active)MLSListings #ML81937371,920000.0,,,,https://www.redfin.com/CA/Morgan-Hill/17986-Monterey-St-95037/home/167551229,Washer/Dryer,"Carpet, Hardwood, Tile",,"Common Area Electricity, Common Area Gas, Exterior Painting, Garbage, Insurance (Common Area), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Road), Management Fee, Reserves, Roof, Sewer",Monthly,Monterey Parque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Kalana Ave,Morgan Hill,CA,95037,1449999,,,MORGAN HILL,,397782.0,,47.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/0-Kalana-Ave-95037/home/183577158,MLSListings,ML81938403,N,Y,37.1799433,-121.7024617,,,,,,"Electricity (Available at Street), Gas (Available at Street)",,4.0,5.0,8.0,2.5,,1374098.0,10252.0,42.0,Somewhat bikeable,6.0,Car-dependent,,,,,,,"Places4 groceries, 27 restaurants, 7 parksTransit42, 68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 14, 2023",Listed (Active)MLSListings #ML81938403,1449999.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/0-Kalana-Ave-95037/home/183577158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Other,00 Loma Chiquita Rd,Los Gatos,CA,95033,399000,,,LOS GATOS,,98750.0,,54.0,,,Active,,,https://www.redfin.com/CA/Los-Gatos/Loma-Chiquita-Rd-95033/home/999576,MLSListings,ML81937496,N,Y,37.101722,-121.8033659,,,,,,"Electricity (Available at Street), Electricity (On Site), Gas (On Site), Public Utilities",,4.0,5.0,8.0,2.5,,,2821.0,,,0.0,Car-dependent,,,Minimal,Severe,Minimal,Minimal,"Places10 groceries, 10 restaurants, 22 parksTransit64B, 68, 71, 72, 72W, 75, 83","Aug 7, 2023",Listed (Active)MLSListings #ML81937496,399000.0,"Mar 7, 2023",ListedMLSListings #ML81920795,195000.0,"Mar 7, 2023",Listing RemovedMLSListings #ML81920795,,https://www.redfin.com/CA/Los-Gatos/Loma-Chiquita-Rd-95033/home/999576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17416 Walnut Grove Dr,Morgan Hill,CA,95037,2485000,4.0,3.5,,3284.0,12001.0,1996.0,58.0,757.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/17416-Walnut-Grove-Dr-95037/home/1010798,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035051,N,Y,37.1383647,-121.6397407,,3.0,,Zoned,Central,,,6.0,5.0,8.0,2.5,757.0,2419363.0,17570.0,44.0,Somewhat bikeable,20.0,Car-dependent,19.0,Minimal transit,Minimal,Major,Moderate,Minimal,"Places6 groceries, 34 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 3, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41035051",2485000.0,"Mar 8, 2021",Pending (Pending (Do Not Show))MLSListings #ML81818519,,"Feb 19, 2021",Relisted (Active)MLSListings #ML81818519,,https://www.redfin.com/CA/Morgan-Hill/17416-Walnut-Grove-Dr-95037/home/1010798,,"Hardwood, Tile, Carpet",,,,,"Feb 17, 2021",Listing RemovedMLSListings #ML81818519,,"Nov 2, 2020",Listed (Active)MLSListings #ML81818519,1475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2220 Via Santa Elena,Morgan Hill,CA,95037,2988888,5.0,5.5,MORGAN HILL,4477.0,12220.0,2019.0,59.0,668.0,375.0,Active,October-1-2023 11:00 AM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/2220-Via-Santa-Elena-95037/home/168907961,MLSListings,ML81937042,N,Y,37.1618588,-121.6332566,Attached Garage,3.0,"Dining Area, Eat in Kitchen","Central Forced Air, Multi-Zone","Central Forced Air, Fireplace, Heating (2+ Zones)","Individual Electric Meters, Individual Gas Meters, Public Utilities, Solar Panels - Owned",2.0,6.0,5.0,8.0,2.5,668.0,2940942.0,21508.0,31.0,Somewhat bikeable,0.0,Car-dependent,9.0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places5 groceries, 37 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 1, 2023",Price ChangedMLSListings #ML81937042,2988888.0,"Aug 2, 2023",Listed (Active)MLSListings #ML81937042,3280850.0,,,,https://www.redfin.com/CA/Morgan-Hill/2220-Via-Santa-Elena-95037/home/168907961,"Dryer, Electricity Hookup (220V), Hookup (Gas Dryer), In Utility Room, Inside, Tub/Sink, Upper Floor, Washer, Washer/Dryer","Carpet, Hardwood, Tile","Double Sinks, Primary (Stall Shower(s)), 2+ Showers Over Tubs, 2+ Stall Shower, Tile, Tub in Master Bedroom, 2+ Tubs, Updated Bath(s)","Common Area Electricity, Common Area Gas, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Management Fee, Pools, Spa, or Tennis, Recreation Facility, Reserves",Monthly,Homeowner Association Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16981 Sara Jane Ln,Morgan Hill,CA,95037,949000,3.0,2.0,MORGAN HILL,1446.0,3663.0,1977.0,61.0,656.0,220.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/16981-Sara-Jane-Ln-95037/home/1171694,MLSListings,ML81936696,N,Y,37.1463166,-121.5965961,Attached Garage,2.0,Formal Dining Room,Central Forced Air,Gas,Public Utilities,1.0,6.0,5.0,5.0,2.5,656.0,948929.0,6930.0,5.0,Somewhat bikeable,10.0,Car-dependent,0.0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 20 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 16, 2023",Price ChangedMLSListings #ML81936696,949000.0,"Jul 31, 2023",Listed (Active)MLSListings #ML81936696,959000.0,"Jan 4, 2002",Listing RemovedMLSListings #ML80159570,,https://www.redfin.com/CA/Morgan-Hill/16981-Sara-Jane-Ln-95037/home/1171694,,,,Other (See Remarks),Monthly,Morning Sun Terrace Homeowners Assoc.,"Nov 6, 2001",ListedMLSListings #ML80159570,399999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,18143 Rebollo Ln,Morgan Hill,CA,95037,895500,3.0,2.5,,1480.0,,2023.0,62.0,605.0,378.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/18143-Rebollo-Ln-95037/home/181220694,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41034603,N,Y,37.139286,-121.661552,,2.0,,Zoned,"Zoned, Solar","All Electric, All Public Utilities, Cable Available, Individual Electric Meter",,6.0,5.0,8.0,3.0,605.0,894601.0,6710.0,72.0,Very bikeable,50.0,Somewhat walkable,35.0,Some transit,,,,,"Places5 groceries, 16 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 26, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034603",895500.0,"Aug 14, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41034603",949500.0,"Jul 30, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41034603",989960.0,https://www.redfin.com/CA/Morgan-Hill/18143-Rebollo-Ln-95037/home/181220694,,"Laminate, Carpet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16195 Church St,Morgan Hill,CA,95037,1339999,5.0,2.5,MORGAN HILL,2236.0,9827.0,1956.0,65.0,599.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/16195-Church-St-95037/home/560216,MLSListings,ML81936375,N,Y,37.1160751,-121.6425258,Attached Garage,1.0,No Formal Dining Room,Central Forced Air,Forced Air,Public Utilities,1.0,5.0,5.0,8.0,2.5,599.0,1349673.0,9475.0,79.0,Very bikeable,72.0,Very walkable,35.0,Some transit,Minimal,Major,Moderate,Minimal,"Places3 groceries, 26 restaurants, 0 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 24, 2023",Price ChangedMLSListings #ML81936375,1339999.0,"Jul 27, 2023",Listed (Active)MLSListings #ML81936375,1389999.0,"Apr 22, 2022",Pending (Pending (Do Not Show))MLSListings #ML81888003,,https://www.redfin.com/CA/Morgan-Hill/16195-Church-St-95037/home/560216,,,,,,,"Apr 21, 2022",Listed (Active)MLSListings #ML81888003,1199999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17481 Holiday Dr,Morgan Hill,CA,95037,1198000,4.0,2.0,MORGAN HILL,2472.0,23572.0,1977.0,68.0,485.0,88.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/17481-Holiday-Dr-95037/home/1750194,MLSListings,ML81935464,N,Y,37.1548022,-121.6045309,Attached Garage,2.0,Dining Area in Living Room,Ceiling Fan,Central Forced Air (Gas),Public Utilities,2.0,6.0,5.0,5.0,2.5,485.0,1173005.0,8559.0,8.0,Somewhat bikeable,0.0,Car-dependent,,,Minimal,Major,Moderate,Minimal,"Places7 groceries, 26 restaurants, 8 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 8, 2023",Price ChangedMLSListings #ML81935464,1198000.0,"Aug 18, 2023",Price ChangedMLSListings #ML81935464,1250000.0,"Jul 24, 2023",Listed (Active)MLSListings #ML81935464,1288000.0,https://www.redfin.com/CA/Morgan-Hill/17481-Holiday-Dr-95037/home/1750194,"Inside, Washer/Dryer","Carpet, Laminate, Tile, Vinyl/Linoleum","Double Sinks, 2+ Showers Over Tubs, Tile","Insurance (Common Area), Maintenance (Common Area), Maintenance (Road)",Monthly,Holiday Lake Estates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17055 Oak Leaf Dr,Morgan Hill,CA,95037,2638000,3.0,3.5,MORGAN HILL,3788.0,28097.0,2017.0,68.0,696.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/17055-Oak-Leaf-Dr-95037/home/61794529,MLSListings,ML81935954,N,Y,37.1457896,-121.5983124,"Attached Garage, Electric Car Hookup, Room for Oversized Vehicle",4.0,Dining Area,Central Forced Air,Central Forced Air (Gas),"Individual Electric Meters, Individual Gas Meters, Public Utilities, Solar Panels - Owned",2.0,,5.0,5.0,2.5,696.0,2568889.0,18652.0,6.0,Somewhat bikeable,7.0,Car-dependent,0.0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 19 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Aug 14, 2023",Price ChangedMLSListings #ML81935954,2638000.0,"Aug 1, 2023",Price ChangedMLSListings #ML81935954,2688000.0,"Jul 24, 2023",Listed (Active)MLSListings #ML81935954,2749000.0,https://www.redfin.com/CA/Morgan-Hill/17055-Oak-Leaf-Dr-95037/home/61794529,"Electricity Hookup (220V), Inside, Tub/Sink","Carpet, Tile, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,18224 Hale Ave Unit E,Morgan Hill,CA,95037,669000,2.0,1.5,MORGAN HILL,952.0,1097.0,1976.0,70.0,703.0,310.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/18224-Hale-Ave-95037/unit-E/home/1238104,MLSListings,ML81935898,N,Y,37.1379536,-121.664949,"Assigned Spaces, Carport, Guest/Visitor Parking",,"Eat in Kitchen, No Formal Dining Room",Other (See Remarks),Central Forced Air,"Individual Electric Meters, Individual Gas Meters, Public Utilities",2.0,4.0,5.0,8.0,2.5,703.0,666277.0,5040.0,57.0,Bikeable,30.0,Car-dependent,35.0,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 17 restaurants, 4 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 31, 2023",Price ChangedMLSListings #ML81935898,669000.0,"Jul 22, 2023",Listed (Active)MLSListings #ML81935898,739950.0,"Jun 16, 2020",ContingentMLSListings #ML81793252,,https://www.redfin.com/CA/Morgan-Hill/18224-Hale-Ave-95037/unit-E/home/1238104,"Inside, Washer/Dryer","Carpet, Laminate",,"Fencing, Insurance (Common Area), Maintenance (Exterior)",Monthly,Del Monte Village HOA,"Jun 3, 2020",Price ChangedMLSListings #ML81793252,479000.0,"May 20, 2020",Listed (Active)MLSListings #ML81793252,499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,150 Kalana Ave,Morgan Hill,CA,95037,750000,,,MORGAN HILL,,422532.0,,72.0,,,Active,,,https://www.redfin.com/CA/Morgan-Hill/150-Kalana-Ave-95037/home/186161226,MLSListings,ML81935672,N,Y,37.174231,-121.7085908,,,,,,"Electricity (On Site), Gas (On Site)",,4.0,5.0,8.0,2.5,,731448.0,5303.0,25.0,Somewhat bikeable,1.0,Car-dependent,,,Minimal,Extreme,Moderate,Minimal,"Places4 groceries, 26 restaurants, 6 parksTransit42, 68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Jul 20, 2023",Listed (Active)MLSListings #ML81935672,750000.0,,,,,,,https://www.redfin.com/CA/Morgan-Hill/150-Kalana-Ave-95037/home/186161226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
